APP_Libelle_etablissement,Code_postal,Libelle_commune,Synthese_eval_sanit,filtre_activite,Latitude,Longitude,Adress_Rue,Adress_Avenue,Adress_Chemin,Adress_Place,Adress_Boulevard,Adress_Route,Adress_quai
ECOLE ELEMENTAIRE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.855964,2.396474,1,0,1,1,0,0,0
ECOLE MATERNELLE,75013,Paris 13e  Arrondissement,Très satisfaisant,Restauration collective,48.824409,2.342842,1,1,0,0,0,0,0
GAEC D'AMBIAS,12490,Viala-du-Tarn,Satisfaisant,Producteur fermier,44.07025,2.860589,0,0,0,0,0,0,0
COTE SUD,13004,Marseille 4e  Arrondissement,Urgent_Améliorer,Restaurant,43.3076,5.399871,0,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75019,Paris,Satisfaisant,Restauration collective,48.859,2.347,0,0,0,0,0,0,0
PHO BOM,75013,Paris 13e  Arrondissement,Satisfaisant,Restaurant,48.82346,2.361868,0,1,1,0,0,0,0
ECOLE ELEMENTAIRE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.888071,2.370362,1,0,0,0,0,0,0
PANCOOK 3,59800,Lille,Satisfaisant,Restaurant,50.627943,3.0779,1,1,0,0,0,0,0
ECOLE ELEMENTAIRE,75013,Paris 13e  Arrondissement,Très satisfaisant,Restauration collective,48.832548,2.356951,1,0,0,0,0,0,0
CHEZ DIDIER,97125,Bouillante,Satisfaisant,Restaurant,16.128766,-61.769697,1,0,0,0,0,1,0
DALLARD FLORENT,07190,Saint-Pierreville,Satisfaisant,Restaurant,44.815569,4.487107,0,0,0,1,0,0,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.871752,2.363825,1,0,0,0,0,0,0
SITE CLAUDINE THEVENET,69220,Belleville-en-Beaujolais,Très satisfaisant,Restauration collective,46.115975,4.709041,1,0,0,0,0,1,0
VIROLAN JACQUES,97180,Sainte-Anne,Urgent_Améliorer,Restaurant,16.261348,-61.386016,0,0,0,0,0,0,0
FRICHTI,94550,Chevilly-Larue,Satisfaisant,Restauration collective,48.771934,2.363871,1,0,0,0,0,0,0
INSTITUTION ST CHARLES,02300,Chauny,Satisfaisant,Restauration collective,49.614644,3.211983,1,0,0,0,0,0,0
ETABLISSEMENTS CUNY,75004,Paris 4e  Arrondissement,Très satisfaisant,Restaurant,48.85426,2.363449,1,0,0,0,0,0,0
ECOLE MATERNELLE,75018,Paris 18e  Arrondissement,Très satisfaisant,Restauration collective,48.888339,2.359696,1,0,0,0,0,0,0
ETABLISSEMENT D'ACCUEIL MEDICALISE L'ESPOIR,65220,Bonnefont,Très satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
GAEC DU TUZAGUET M PINTAT PATRICK,31260,Mazères-sur-Salat,Satisfaisant,Producteur fermier,43.124337,0.948354,0,0,0,0,0,0,0
CHEZ VANDAN,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.824069,2.324976,1,0,0,0,0,0,0
ECOLE MATERNELLE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.885414,2.367884,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.866829,2.399971,0,1,0,0,0,0,0
WILLE BILLE FABIAN,33530,Bassens,Satisfaisant,Restaurant,44.918563,-0.515968,1,0,1,0,0,0,0
LE BISTROT DE FRANCE HOSTENS,33125,Hostens,Satisfaisant,Restaurant,44.49248,-0.636557,1,0,0,0,0,1,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Très satisfaisant,Restauration collective,48.876814,2.353019,1,0,1,0,0,0,0
LE COMPTOIR DE MAMIE BIGOUDE,37000,Tours,Satisfaisant,Restaurant,47.393325,0.681579,1,0,1,0,0,0,0
DELICES DU QUARTIER,57100,Thionville,Urgent_Améliorer,Restaurant,49.358486,6.165322,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75018,Paris 18e  Arrondissement,Très satisfaisant,Restauration collective,48.886417,2.352182,1,0,1,0,0,0,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.874051,2.359863,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.859762,2.407125,1,0,0,0,0,0,0
LA DAME JEANNE,57000,Metz,Très satisfaisant,Restaurant,49.116029,6.183339,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.874051,2.359863,1,0,0,0,0,0,0
LIDL,31380,Garidech,Très satisfaisant,Libre service,43.718554,1.569778,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,000NR,Non Renseigné,Satisfaisant,Restauration collective,48.874064,2.359536,1,0,0,0,0,0,0
AUTISME & FAMILLES,59551,Attiches,Satisfaisant,Restauration collective,50.518594,3.054159,1,0,0,0,0,0,0
IKEA,51370,Thillois,Très satisfaisant,Restaurant,49.256222,3.954492,0,0,0,0,0,0,0
BAT PETITE ENFANCE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.82814,2.366875,1,0,0,0,0,0,0
SEOUL MAMA,75005,Paris 5e  Arrondissement,Satisfaisant,Restaurant,48.842649,2.34177,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.85943,2.383781,1,0,0,0,0,0,0
ECOLE MATERNELLE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.827302,2.301234,1,1,0,0,0,0,0
CUISINE CENTRALE JULES FERRY,59124,Escaudain,Satisfaisant,Restauration collective,50.332279,3.344295,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75017,Paris,Très satisfaisant,Restauration collective,48.89738,2.318345,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.885254,2.315968,1,0,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE PASTEUR,94800,Villejuif,Très satisfaisant,Restauration collective,48.805201,2.365946,1,0,0,0,0,0,0
SARL BREVEC,35000,Rennes,Satisfaisant,Restaurant,48.116404,-1.680951,1,0,0,0,0,0,0
ECOLE MATERNELLE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.852575,2.390084,1,0,0,0,0,0,0
SOCIETE RESTO BEYROUTH,75004,Paris 4e  Arrondissement,Satisfaisant,Restaurant,48.850803,2.361863,1,0,0,0,0,0,0
DECLERCK TRAITEUR SAS,38206,Vienne,Satisfaisant,Restauration collective,45.53402,4.874432,1,0,0,0,0,0,0
PULLMAN PARIS MONTPARNASSE,75014,Paris 14e  Arrondissement,Très satisfaisant,Restaurant,48.838546,2.320335,1,0,1,0,0,0,0
REF A53421,14610,Épron,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
L'AVENIR,75012,Paris 12e  Arrondissement,Satisfaisant,Restaurant,48.845853,2.375029,1,0,0,0,1,0,0
ECOLE MATERNELLE,75013,Paris 13e  Arrondissement,Très satisfaisant,Restauration collective,48.826034,2.356265,1,0,0,0,0,0,0
PULLMAN PARIS MONTPARNASSE,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.838546,2.320335,1,0,1,0,0,0,0
ECOLE MATERNELLE,75014,Paris 14e  Arrondissement,Satisfaisant,Restauration collective,48.829975,2.316998,1,0,0,0,0,0,0
TAB'SHOP BATIGNOLLES,75017,Paris 17e  Arrondissement,Très satisfaisant,Restaurant,48.888557,2.315952,1,0,1,1,0,0,0
MILICHOU,33610,Canéjan,Satisfaisant,Restaurant,44.763196,-0.653447,1,0,1,0,0,0,0
TEXAS CHICKEN GRILL,86000,Poitiers,Très satisfaisant,Restaurant,46.600851,0.324598,1,1,0,1,0,0,0
LE CAFE DE LA GARE,42720,Pouilly-sous-Charlieu,Satisfaisant,Restaurant,46.147215,4.10663,1,0,0,1,0,0,0
BAT PETITE ENFANCE,75014,Paris 14e  Arrondissement,Très satisfaisant,Restauration collective,48.829289,2.336522,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.85587,2.379847,1,0,0,0,0,0,0
LE MANU,17700,Surgères,Satisfaisant,Restaurant,46.106022,-0.751246,1,1,0,0,0,0,0
SERMONDADE NATHALIE,03350,Le Brethon,Satisfaisant,Producteur fermier,46.593574,2.767085,0,0,1,0,0,0,0
BAT PETITE ENFANCE,75013,Paris 13e  Arrondissement,Très satisfaisant,Restauration collective,48.820366,2.353572,1,0,0,0,0,0,0
BRASSERIE DE CASATORRA,20620,Biguglia,Très satisfaisant,Restaurant,42.627778,9.421055,1,0,0,0,0,0,0
FOYER LOGEMENT DE MONTJEAN SUR LOIRE,49570,Mauges-sur-Loire,Très satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75009,Paris 9e  Arrondissement,Satisfaisant,Restauration collective,48.87339,2.340452,1,0,0,0,0,0,0
ECOLE MATERNELLE,75016,Paris 16e  Arrondissement,Très satisfaisant,Restauration collective,48.849236,2.268142,1,0,1,0,0,0,0
GAEC D'EYSSAL,24520,Lamonzie-Montastruc,Très satisfaisant,Producteur fermier,44.909821,0.622515,0,0,0,0,0,0,0
RESIDENCE MUTUALISTE BELLEVUE,42100,Saint-Étienne,Satisfaisant,Restauration collective,45.416177,4.393731,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE PAUL LANGEVIN NIVEAU 1,59113,Seclin,Très satisfaisant,Restauration collective,50.551645,3.033198,1,0,0,0,0,0,0
BOUCHERIE LA BARAKA,83440,Montauroux,Satisfaisant,Boucherie-Charcuterie,43.60525,6.780157,1,0,0,0,0,0,0
CCAS EDF GDF,38130,Saint-Hilaire-du-Rosier,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,0,1,0,0,0,0,0
UNA STORIA,20243,Prunelli-di-Fiumorbo,Satisfaisant,Restauration collective,41.997639,9.389614,1,0,0,1,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.896914,2.319806,1,0,0,0,1,0,0
BARAZZOLI JOHANNA,20236,Omessa,Très satisfaisant,Producteur fermier,42.400981,9.191835,0,0,0,0,0,0,0
ECOLE MATERNELLE PUBLIQUE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.883811,2.39021,1,0,0,0,0,0,0
COULEUR CAFE,58000,Nevers,Très satisfaisant,Restaurant,46.991274,3.161238,1,0,0,0,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.889523,2.324406,1,0,0,0,0,0,0
A MI CHEMIN,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.83316,2.328468,1,0,0,0,0,0,0
CHIARA FABRICATION,20600,Furiani,Satisfaisant,Restaurant,42.664898,9.441965,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.867724,2.403196,1,0,0,0,0,0,0
QUEBECIUM BISTRO - BAR - EPICERIE,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.892079,2.316604,1,0,0,0,0,0,0
GIANNETTINI SANDRINE,20213,Penta-di-Casinca,Très satisfaisant,Restaurant,42.445206,9.512013,0,0,0,0,0,0,0
HIPPOLYTE,75009,Paris 9e  Arrondissement,Satisfaisant,Restaurant,48.877115,2.338706,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.866557,2.376707,1,0,0,0,0,0,0
LA TERRASSE DU CHATEAU,83980,Le Lavandou,Très satisfaisant,Restaurant,43.138107,6.370791,1,0,0,0,0,0,1
LE CANTER,61100,La Chapelle-au-Moine,Très satisfaisant,Restaurant,48.703862,-0.586589,1,0,0,0,0,0,0
MAIRIE 19EME ARR-CRECHE COLLEC VILLE DE PARIS,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.873827,2.376183,1,0,1,1,0,0,0
LA GAVOTTE,75008,Paris 8e  Arrondissement,Très satisfaisant,Restaurant,48.879084,2.326896,1,0,0,0,0,0,0
MONA LISA,84400,Apt,Satisfaisant,Restaurant,43.876043,5.395241,1,0,0,1,0,0,0
CAISSE CENTRALE ACTIVITE SOCIALE,93120,La Courneuve,Satisfaisant,Restauration collective,48.928665,2.389018,1,0,0,0,0,0,0
RIE ARPEGE LA POSTE BOURSEUL,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.838603,2.303555,1,1,0,0,0,0,0
INSTITUT NATIONAL D' HISTOIRE DE L'ART,75002,Paris 2e  Arrondissement,Satisfaisant,Restauration collective,48.866573,2.340074,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.867254,2.384198,1,0,0,0,0,0,0
LA DETENTE CHEZ ISA ET BERTRAND,16320,Rougnac,Satisfaisant,Restaurant,45.512532,0.335672,1,0,0,0,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.885193,2.31525,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.875869,2.378477,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75018,Paris 18e  Arrondissement,Satisfaisant,Restauration collective,48.883228,2.338452,1,0,0,0,0,0,0
MZA,75019,Paris 19e  Arrondissement,Satisfaisant,Restaurant,48.876788,2.405002,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75016,Paris 16e  Arrondissement,Satisfaisant,Restauration collective,48.867215,2.278433,1,0,1,0,0,0,0
ALAMESA,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.883003,2.318337,1,0,0,0,0,0,0
AILE DORADO,75005,Paris 5e  Arrondissement,Satisfaisant,Restaurant,48.852799,2.345449,1,1,0,0,0,0,0
ECOLE ELEMENTAIRE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.854771,2.407719,1,0,0,0,0,0,0
NEVA CUISINE,75008,Paris 8e  Arrondissement,Très satisfaisant,Restaurant,48.880195,2.323982,1,0,0,0,0,0,0
BDS MAGNY,95420,Magny-en-Vexin,Très satisfaisant,Boucherie-Charcuterie,49.145673,1.78734,1,0,0,0,0,0,0
RESTAURANT UNIVERSITAIRE SAINT LEU,80000,Amiens,Satisfaisant,Restauration collective,49.896703,2.302148,1,0,0,1,0,0,0
LE BISTROQUET,84110,Vaison-la-Romaine,Satisfaisant,Restaurant,44.241879,5.075403,1,0,0,0,0,0,0
LAITERIES H. TRIBALLAT,18220,Rians,Très satisfaisant,Restauration collective,47.183893,2.606175,0,0,0,0,0,0,0
ECOLE PRIMAIRE PUB HENRI TOMASI,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.869463,2.385609,1,0,0,0,0,0,0
FOYER POUR HANDICAPES,23270,Roches,Urgent_Améliorer,Restauration collective,46.303656,1.985875,1,0,0,0,0,0,0
MAIRIE COMMUNE DE CERET,66400,Céret,Très satisfaisant,Restauration collective,42.493605,2.743153,1,0,0,0,0,0,0
AMM RICHARD,05000,Gap,Satisfaisant,Restaurant,44.558712,6.079053,1,0,0,0,0,0,0
HIPPOPOTAMUS,10000,Troyes,Satisfaisant,Restaurant,48.29297,4.079302,1,0,0,0,0,0,0
LE GRANDVALLIER,39150,Saint-Laurent-en-Grandvaux,Satisfaisant,Restauration collective,46.575739,5.952378,1,0,0,0,0,0,0
SOFIANE SNACK,69003,Lyon 3e  Arrondissement,Satisfaisant,Restaurant,45.755982,4.842193,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.842731,2.279838,1,0,0,0,0,0,0
RIE BASTILLE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.857508,2.373381,1,0,0,0,0,0,0
LE PARADIS DE LA SORGUE,84800,L'Isle-sur-la-Sorgue,Très satisfaisant,Restaurant,43.926887,5.062825,1,0,0,0,0,1,0
HOTEL EMILE,75004,Paris 4e  Arrondissement,Très satisfaisant,Restaurant,48.855372,2.361259,1,0,0,0,0,0,0
CAISSE CENTRALE DE MUTUALITE SOCIALE AGRICOLE,93000,Bobigny,Satisfaisant,Restauration collective,48.896063,2.428013,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75002,Paris 2e  Arrondissement,Très satisfaisant,Restauration collective,48.869657,2.349076,1,0,0,0,0,0,0
ECOLE MATERNELLE,75014,Paris,Satisfaisant,Restauration collective,48.827274,2.322011,1,0,1,0,0,0,0
BAT PETITE ENFANCE,75009,Paris 9e  Arrondissement,Satisfaisant,Restauration collective,48.881982,2.32941,1,0,0,0,0,0,0
INST FR RECHERCHE POUR L EXPLOIT MER,44300,Nantes,Satisfaisant,Restauration collective,47.247491,-1.548023,1,0,0,0,0,0,0
MAIRIE COMMUNE DE GREEZ SUR ROC,72320,Gréez-sur-Roc,Très satisfaisant,Restauration collective,48.135832,0.770172,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75009,Paris 9e  Arrondissement,Satisfaisant,Restauration collective,48.879079,2.344128,1,0,0,0,0,0,0
AUDIC,56330,Camors,Satisfaisant,Restaurant,47.845886,-2.999366,1,0,0,0,0,0,0
LE CHAT PERCHAY,95450,Le Perchay,Très satisfaisant,Restauration collective,49.109928,1.934326,0,0,0,0,0,0,0
BAT PETITE ENFANCE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.832878,2.304652,1,0,0,0,0,0,0
SARL GOOD TIME,95370,Montigny-lès-Cormeilles,Satisfaisant,Restaurant,48.992257,2.199324,1,0,0,0,0,0,0
SNACK LIO,11430,Gruissan,Satisfaisant,Restaurant,43.098728,3.10936,1,1,0,0,0,0,0
LA FERME DE PAN,41200,Pruniers-en-Sologne,Très satisfaisant,Producteur fermier,47.383146,1.668205,1,0,1,0,0,0,0
CHATEAU DE LA BORDE,19200,Ussel,Satisfaisant,Restaurant,45.556164,2.307391,1,0,0,0,0,0,0
EXPLOITATION AGRICOLE DU PAYS DE BRAY,76220,Brémontier-Merval,Très satisfaisant,Producteur fermier,49.515553,1.615883,1,0,0,0,0,1,0
BAT PETITE ENFANCE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.86291,2.404613,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.829747,2.361479,1,0,0,0,0,0,0
L'ANTIDOTE,37600,Perrusson,Satisfaisant,Restaurant,47.099955,1.013291,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.822998,2.364924,1,0,0,0,0,0,0
ECOLE MATERNELLE,75012,Paris 12e  Arrondissement,Satisfaisant,Restauration collective,48.849359,2.376831,1,0,1,0,0,0,0
SENNUR SARL,54120,Baccarat,Satisfaisant,Restaurant,48.454084,6.740469,1,0,0,0,0,0,0
POLE SUD,44115,Basse-Goulaine,Très satisfaisant,Restaurant,47.218591,-1.446784,1,0,0,0,0,0,0
RESTAURANT CAFE SPAGHETTI,05000,Gap,Satisfaisant,Restaurant,44.558657,6.078196,1,0,0,0,0,0,0
BALOO,77700,Chessy,Très satisfaisant,Restauration collective,48.856519,2.769274,1,0,0,0,1,0,0
MISTER BURGER FISMES,51170,Fismes,Satisfaisant,Restaurant,49.310228,3.682166,1,0,0,1,0,0,0
MEMPHIS BRUAY-LA-BUISSIERE,62700,Bruay-la-Buissière,Satisfaisant,Restaurant,50.493061,2.570571,1,1,0,0,0,0,0
BAT PETITE ENFANCE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.829844,2.295044,1,0,0,0,1,0,0
FRANPRIX,69004,Lyon 4e  Arrondissement,Très satisfaisant,Libre service,45.781424,4.833818,1,0,0,0,0,0,0
A C F,83140,Six-Fours-les-Plages,Satisfaisant,Restaurant,43.115228,5.843897,1,1,0,0,0,0,0
231 EAST STREET,13100,Aix-en-Provence,Très satisfaisant,Restaurant,43.527458,5.445952,1,0,0,0,0,0,0
BISTROT BRICK HOUSE,73000,Chambéry,Satisfaisant,Restaurant,45.559378,5.930004,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
SARL AO.CF CABASSUD,13010,Marseille 10e  Arrondissement,Satisfaisant,Boucherie-Charcuterie,43.286515,5.412773,0,0,0,0,1,0,0
CENTRE AERE CHOISY,94600,Choisy-le-Roi,Satisfaisant,Restauration collective,48.754046,2.419082,0,0,1,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.889957,2.372066,1,0,1,0,0,0,0
SCEA WARZEE,08390,Artaise-le-Vivier,Satisfaisant,Producteur fermier,49.577844,4.894548,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75018,Paris 18e  Arrondissement,Satisfaisant,Restauration collective,48.889866,2.32689,1,0,0,0,0,0,0
CRECHE COLLECTIVE MUNICIPALE,69003,Lyon 3e  Arrondissement,Très satisfaisant,Restauration collective,45.744878,4.876216,1,0,1,0,0,0,0
SIVU - CUISINE CENTRALE MUTUALISEE,63540,Romagnat,Très satisfaisant,Restauration collective,45.737208,3.103221,0,1,0,0,0,0,0
BAT PETITE ENFANCE-17 RUE L'ORME,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.879145,2.398604,1,0,0,0,0,0,0
CRECHE COLLECTIVE MUNICIPALE,69004,Lyon 4e  Arrondissement,Très satisfaisant,Restauration collective,45.779522,4.821264,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.874589,2.350642,1,0,0,0,0,0,0
EHPAD Les Parentèles de Mérignac,33700,Mérignac,Satisfaisant,Restauration collective,44.824121,-0.661515,0,1,0,0,0,0,0
DISHNY,75010,Paris 10e  Arrondissement,Satisfaisant,Restaurant,48.882712,2.359094,1,0,0,0,0,0,0
COS JEANNE D'ARC,75007,Paris 7e  Arrondissement,Satisfaisant,Restauration collective,48.847034,2.313859,1,0,0,0,0,0,0
ECOLE MATERNELLE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.859,2.347,0,0,0,0,0,0,0
"TOTOO , TOTOO CUISINE JAPONAISE",75015,Paris 15e  Arrondissement,Satisfaisant,Restaurant,48.844024,2.317347,1,0,0,0,0,0,0
ECOLE MATERNELLE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.88975,2.378544,0,0,0,0,0,0,0
LA RIVIERE DES VINS,20250,Corte,Très satisfaisant,Restaurant,42.306564,9.150335,1,0,0,0,0,0,0
EARL CHATELLIER,61410,Saint-Ouen-le-Brisoult,Très satisfaisant,Producteur fermier,48.504159,-0.341972,0,0,0,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.883131,2.38976,1,0,0,0,0,0,0
EARL DU BOURGNON - M. TIXIER Florent,63410,Charbonnières-les-Varennes,Très satisfaisant,Producteur fermier,45.892443,2.986329,1,0,0,0,0,0,0
T'M CAFE,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.895814,2.383183,1,1,0,0,0,0,0
SARL EXCESS,18100,Vierzon,Très satisfaisant,Restaurant,47.2284,2.061079,1,1,0,0,0,0,0
LE SAJ,34700,Lodève,Satisfaisant,Restaurant,43.730937,3.320345,1,0,0,0,0,0,0
CAFE BOH'M,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.881876,2.31481,1,0,0,0,0,0,0
CENTRE HOSPITALIER JEAN-MARIE DAUZIER,19150,Cornil,Satisfaisant,Restauration collective,45.20662,1.690642,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.894263,2.379653,1,0,0,0,0,0,0
BAT PETITE ENFANCE,000NR,Non Renseigné,Très satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,1,0,0,0,0
LE FLORE SA,66420,Le Barcarès,Urgent_Améliorer,Restaurant,42.828501,3.039366,0,1,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE,75014,Paris 14e  Arrondissement,Satisfaisant,Restauration collective,48.83436,2.335685,1,0,0,0,1,0,0
BAT PETITE ENFANCE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.867191,2.409473,1,0,0,0,0,0,0
THAI'SHI,51100,Reims,Très satisfaisant,Restaurant,49.263021,4.054432,1,1,0,0,0,0,0
L'APOSTROPHE,71600,Paray-le-Monial,Très satisfaisant,Restaurant,46.448139,4.113242,1,1,0,0,0,0,0
BAT PETITE ENFANCE,75005,Paris 5e  Arrondissement,Satisfaisant,Restauration collective,48.839183,2.339248,1,0,0,0,1,0,0
BAT PETITE ENFANCE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.848449,2.285112,1,0,0,0,0,0,0
BAT PETITE ENFANCE,000NR,Non Renseigné,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,1,0,0,0,0
BAT PETITE ENFANCE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.856147,2.400507,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75014,Paris 14e  Arrondissement,Urgent_Améliorer,Restauration collective,48.827701,2.333987,1,0,0,0,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.88355,2.290114,1,0,0,0,0,0,0
H MARKET,95310,Saint-Ouen-l'Aumône,Satisfaisant,Boucherie-Charcuterie,49.055633,2.120448,1,0,1,1,0,0,0
ESAT ANAIS DE PARIS,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.892171,2.369467,1,0,0,0,0,0,0
NEW WOK,04100,Manosque,Satisfaisant,Restaurant,43.824315,5.79655,1,0,0,0,0,0,0
BAT PETITE ENFANCE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.887441,2.393965,1,0,0,0,0,0,0
FITZGERALD,75015,Paris 15e  Arrondissement,Très satisfaisant,Restaurant,48.850612,2.300488,0,1,0,0,0,0,0
ECOLE MATERNELLE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.867206,2.377754,0,0,0,0,0,0,0
CROQUE AVENUE,83140,Six-Fours-les-Plages,Satisfaisant,Restaurant,43.093735,5.843723,1,1,0,0,0,0,0
VARO JEAN-PAUL,34140,Loupian,Satisfaisant,Restaurant,43.440451,3.606244,0,0,0,0,0,0,0
ROYAL DE CHINE,68260,Kingersheim,Satisfaisant,Restaurant,47.793789,7.314148,1,0,0,0,0,0,0
AUBRAC CORNER 2,75002,Paris 2e  Arrondissement,Satisfaisant,Restaurant,48.870237,2.341876,1,0,0,0,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.884951,2.285506,1,1,0,0,0,0,0
ECOLE ELEMENTAIRE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.821401,2.375182,1,0,0,0,0,0,0
BIBIMBAPS,75017,Paris 17e  Arrondissement,Urgent_Améliorer,Restaurant,48.887962,2.307291,1,0,0,0,1,0,0
ECOLE MATERNELLE,75014,Paris,Satisfaisant,Restauration collective,48.827274,2.322011,1,0,1,0,0,0,0
